GOAL_ID,GROUP_NAME,TICKET_NO,STATUS_FLAG,AMOUNT,TXN_STATUS,INSTALLMENT,TRXNS_TYPE,PAYMENT_MODE,RECEIVED_DATE,FTR_NUMBER,BANK_REF_NUMBER,TRXNS_DATE_TIME,TRXNS_DATE,TRXNS_BY,PAYMENT_GATEWAY,RECON_FLAG,COMMENTS
2572012,MSRG039W,48,member,2000,SUCCESS,1,EMI,UPI,2022-11-30,2572012T1669831762582,,2022-11-30,2022-11-30,,SIPLY,no,
2571996,MSRP025W,80,member,1000,SUCCESS,1,EMI,UPI,2022-11-30,2571996T1669830963046,,2022-11-30,2022-11-30,,SIPLY,no,
306821,HYB004W,91,member,4000,SUCCESS,15,EMI,UPI,2022-11-30,306821M1669830752713,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
306821,HYB004W,91,member,4000,SUCCESS,16,EMI,UPI,2022-11-30,306821M1669830752713,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
939319,MPB008T,2,member,4000,SUCCESS,7,EMI,UPI,2022-11-30,939319M1669829883697,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
610852,MPG019W,62,member,2000,SUCCESS,11,EMI,UPI,2022-11-30,610852M1669829773844,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1383948,MPG027W,69,member,2000,SUCCESS,6,EMI,UPI,2022-11-30,1383948M1669829546756,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2065995,MSRP014W,82,member,1000,SUCCESS,3,EMI,UPI,2022-11-30,2065995M1669829507718,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
35395,HYB002W,65,member,4000,SUCCESS,22,EMI,UPI,2022-11-30,35395M1669829145265,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
957860,MPD007B,22,member,10000,SUCCESS,8,EMI,UPI,2022-11-30,957860M1669829072043,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2218722,MSRP017W,49,member,1000,SUCCESS,2,EMI,UPI,2022-11-30,2218722M1669828976959,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571907,MSRB016W,61,member,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571907T1669828791041,,2022-11-30,2022-11-30,,SIPLY,no,
20889,HYG003W,81,member,2000,SUCCESS,23,EMI,UPI,2022-11-30,20889M1669828296972,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
770654,MPG023W,67,member,2000,SUCCESS,10,EMI,UPI,2022-11-30,770654M1669828276047,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
20861,HYB001W,70,member,4000,SUCCESS,23,EMI,UPI,2022-11-30,20861M1669828255782,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1370230,MPD008B,23,member,10000,SUCCESS,7,EMI,UPI,2022-11-30,1370230M1669828203403,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
770902,MPB007W,22,member,4000,SUCCESS,10,EMI,UPI,2022-11-30,770902M1669828189930,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2239351,MSRB013W,79,member,4000,SUCCESS,2,EMI,UPI,2022-11-30,2239351M1669828197458,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1510731,MSRB009W,68,member,4000,SUCCESS,6,EMI,UPI,2022-11-30,1510731M1669828132922,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1747755,MSRG030W,18,member,2000,SUCCESS,4,EMI,UPI,2022-11-30,1747755M1669827071145,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2383258,MPD011B,18,member,10000,SUCCESS,2,EMI,UPI,2022-11-30,2383258M1669826688653,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1710214,MSRP005W,71,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1710214M1669825858697,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1710212,MSRP005W,70,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1710212M1669825599383,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2085556,MPG025T,98,member,5000,SUCCESS,3,EMI,UPI,2022-11-30,2085556M1669824952745,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571764,MSRB016W,60,member,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571764T1669823537682,,2022-11-30,2022-11-30,,SIPLY,no,
1680471,.MSRD009B,22,member,10000,SUCCESS,3,EMI,UPI,2022-11-30,1680471M1669823494882,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1680471,.MSRD009B,22,member,118,SUCCESS,4,Late payment fee,UPI,2022-11-30,1680471M1669823494882,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1680471,.MSRD009B,22,member,83,SUCCESS,4,Interest on delayed EMI,UPI,2022-11-30,1680471M1669823494882,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1680471,.MSRD009B,22,member,10000,SUCCESS,4,EMI,UPI,2022-11-30,1680471M1669823494882,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1680471,.MSRD009B,22,member,10000,SUCCESS,5,EMI,UPI,2022-11-30,1680471M1669823494882,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2029993,MSRG032W,89,member,2000,SUCCESS,3,EMI,UPI,2022-11-30,2029993M1669823367031,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2536405,MPG026T,100,paymentdone,5000,SUCCESS,1,EMI,UPI,2022-11-30,2536405M1669823279398,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2029973,MSRG032W,37,member,2000,SUCCESS,3,EMI,UPI,2022-11-30,2029973M1669823257926,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571739,MSRP025W,79,member,1000,SUCCESS,1,EMI,UPI,2022-11-30,2571739T1669823149425,,2022-11-30,2022-11-30,,SIPLY,no,
2101,HYG001W,20,member,2000,SUCCESS,24,EMI,UPI,2022-11-30,2101M1669822868281,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571699,MPG026T,99,member,5000,SUCCESS,1,EMI,UPI,2022-11-30,2571699M1669822451323,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1745388,MSRP007W,9,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1745388M1669822416298,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1881417,MPG025T,21,member,5000,SUCCESS,3,EMI,UPI,2022-11-30,1881417M1669822305159,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571694,MSRG039W,67,paymentdone,2000,SUCCESS,1,EMI,UPI,2022-11-30,2571694M1669822100251,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
426723,HYG0012W,100,member,2000,SUCCESS,15,EMI,UPI,2022-11-30,426723M1669821979574,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571661,MSRG039W,,paymentdone,2000,SUCCESS,1,EMI,UPI,2022-11-30,2571661M1669820937571,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571651,MSRB016W,59,member,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571651T1669820488903,,2022-11-30,2022-11-30,,SIPLY,no,
1573157,.MSRE001B,34,member,20000,SUCCESS,6,EMI,UPI,2022-11-30,1573157M1669820266217,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1525695,MSRB009W,72,member,4000,SUCCESS,6,EMI,UPI,2022-11-30,1525695M1669820206637,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571639,MSRB016W,,paymentdone,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571639M1669820123595,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2324235,MSRG035W,92,member,2000,SUCCESS,2,EMI,UPI,2022-11-30,2324235M1669818627377,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2324133,MSRG035W,91,member,2000,SUCCESS,2,EMI,UPI,2022-11-30,2324133M1669818481602,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571607,MSRG039W,47,member,2000,SUCCESS,1,EMI,UPI,2022-11-30,2571607M1669818221941,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
12970,HYB001W,37,member,4000,SUCCESS,23,EMI,UPI,2022-11-30,12970M1669817903239,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1350877,MPG027W,36,member,2000,SUCCESS,6,EMI,UPI,2022-11-30,1350877M1669817539915,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1191902,MPG024W,50,member,2000,SUCCESS,8,EMI,UPI,2022-11-30,1191902M1669817374117,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1062598,MPG024W,3,member,2000,SUCCESS,8,EMI,UPI,2022-11-30,1062598M1669817321358,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
148798,HYG005W,12,member,2000,SUCCESS,20,EMI,UPI,2022-11-30,148798M1669817242300,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
43946,HYB002W,96,member,4000,SUCCESS,22,EMI,UPI,2022-11-30,43946M1669816864988,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
31366,HYG004W,47,member,2000,SUCCESS,22,EMI,UPI,2022-11-30,31366M1669816830980,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
27206,HYG004W,17,member,2000,SUCCESS,22,EMI,UPI,2022-11-30,27206M1669816761799,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571564,MSRG039W,,paymentdone,2000,SUCCESS,1,EMI,UPI,2022-11-30,2571564M1669816782992,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1109307,MPD007B,41,member,10000,SUCCESS,8,EMI,UPI,2022-11-30,1109307M1669816756665,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
22871,HYB003W,100,member,4000,SUCCESS,20,EMI,UPI,2022-11-30,22871M1669816755877,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571552,MSRP025W,78,member,1000,SUCCESS,1,EMI,UPI,2022-11-30,2571552T1669816564526,,2022-11-30,2022-11-30,,SIPLY,no,
1540824,MSRP002W,49,member,1000,SUCCESS,5,EMI,UPI,2022-11-30,1540824M1669816524321,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1433114,MSRP001W,9,member,1000,SUCCESS,6,EMI,UPI,2022-11-30,1433114M1669816473658,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1766585,MSRP007W,65,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1766585M1669816464344,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571537,MPB008T,,paymentdone,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571537M1669816344097,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2570894,MSRG039W,55,member,2000,SUCCESS,1,EMI,UPI,2022-11-30,2570894M1669816309916,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1545771,MSRG028W,81,member,2000,SUCCESS,4,EMI,UPI,2022-11-30,1545771M1669816313186,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1545771,MSRG028W,81,member,118,SUCCESS,5,Late payment fee,UPI,2022-11-30,1545771M1669816313186,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1545771,MSRG028W,81,member,12,SUCCESS,5,Interest on delayed EMI,UPI,2022-11-30,1545771M1669816313186,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1545771,MSRG028W,81,member,2000,SUCCESS,5,EMI,UPI,2022-11-30,1545771M1669816313186,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1545771,MSRG028W,81,member,2000,SUCCESS,6,EMI,UPI,2022-11-30,1545771M1669816313186,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571513,MSRG039W,46,member,2000,SUCCESS,1,EMI,UPI,2022-11-30,2571513T1669816216381,,2022-11-30,2022-11-30,,SIPLY,no,
209740,HYD003W,2,member,10000,SUCCESS,16,EMI,UPI,2022-11-30,209740M1669816183776,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1530310,MSRG028W,61,member,2000,SUCCESS,6,EMI,UPI,2022-11-30,1530310M1669815979204,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1918831,MPG025T,39,member,5000,SUCCESS,3,EMI,UPI,2022-11-30,1918831M1669815830818,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571077,MSRB016W,,paymentdone,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571077M1669815551782,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1060913,MPG027W,33,member,2000,SUCCESS,6,EMI,UPI,2022-11-30,1060913M1669815430172,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2086227,MSRP015W,89,member,1000,SUCCESS,3,EMI,UPI,2022-11-30,2086227M1669815377490,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571439,MPG019W,,paymentdone,2000,SUCCESS,1,EMI,UPI,2022-11-30,2571439M1669815311863,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571455,MSRP025W,77,member,1000,SUCCESS,1,EMI,UPI,2022-11-30,2571455T1669815228677,,2022-11-30,2022-11-30,,SIPLY,no,
1715943,MSRP006W,75,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1715943M1669814775871,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2078621,MSRG033W,18,member,2000,SUCCESS,2,EMI,UPI,2022-11-30,2078621M1669814654006,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
275373,HYB004W,62,member,4000,SUCCESS,16,EMI,UPI,2022-11-30,275373M1669814637727,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
939024,MPB008T,4,member,4000,SUCCESS,7,EMI,UPI,2022-11-30,939024M1669814587657,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2078614,MSRB013W,8,member,4000,SUCCESS,2,EMI,UPI,2022-11-30,2078614M1669814309839,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571401,MSRB016W,58,member,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571401T1669814228543,,2022-11-30,2022-11-30,,SIPLY,no,
2571383,MPB008T,132,paymentdone,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571383M1669814107606,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2123341,MSRG034W,65,member,2000,SUCCESS,2,EMI,UPI,2022-11-30,2123341M1669813903522,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
624802,MPB006W,98,member,494,SUCCESS,8,EMI,UPI,2022-11-30,624802M1669813783418,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
624802,MPB006W,98,member,118,SUCCESS,9,Late payment fee,UPI,2022-11-30,624802M1669813783418,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
624802,MPB006W,98,member,33,SUCCESS,9,Interest on delayed EMI,UPI,2022-11-30,624802M1669813783418,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
624802,MPB006W,98,member,3355,SUCCESS,9,EMI,UPI,2022-11-30,624802M1669813783418,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
145874,HYG005W,44,member,382,SUCCESS,16,EMI,UPI,2022-11-30,145874M1669813687362,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
145874,HYG005W,44,member,118,SUCCESS,17,Late payment fee,UPI,2022-11-30,145874M1669813687362,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
145874,HYG005W,44,member,17,SUCCESS,17,Interest on delayed EMI,UPI,2022-11-30,145874M1669813687362,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
145874,HYG005W,44,member,1483,SUCCESS,17,EMI,UPI,2022-11-30,145874M1669813687362,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41036,HYB002W,88,member,531,SUCCESS,18,EMI,UPI,2022-11-30,41036M1669813627293,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41036,HYB002W,88,member,118,SUCCESS,19,Late payment fee,UPI,2022-11-30,41036M1669813627293,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41036,HYB002W,88,member,33,SUCCESS,19,Interest on delayed EMI,UPI,2022-11-30,41036M1669813627293,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41036,HYB002W,88,member,3318,SUCCESS,19,EMI,UPI,2022-11-30,41036M1669813627293,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
8386,HYG003W,14,member,81,SUCCESS,20,Late payment fee,UPI,2022-11-30,8386M1669813562684,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
8386,HYG003W,14,member,17,SUCCESS,20,Interest on delayed EMI,UPI,2022-11-30,8386M1669813562684,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
8386,HYG003W,14,member,1902,SUCCESS,20,EMI,UPI,2022-11-30,8386M1669813562684,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41191,HYB002W,95,member,558,SUCCESS,18,EMI,UPI,2022-11-30,41191M1669813286122,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41191,HYB002W,95,member,118,SUCCESS,19,Late payment fee,UPI,2022-11-30,41191M1669813286122,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41191,HYB002W,95,member,33,SUCCESS,19,Interest on delayed EMI,UPI,2022-11-30,41191M1669813286122,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41191,HYB002W,95,member,4000,SUCCESS,19,EMI,UPI,2022-11-30,41191M1669813286122,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
41191,HYB002W,95,member,291,SUCCESS,20,EMI,UPI,2022-11-30,41191M1669813286122,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1829923,MSRP009W,41,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1829923M1669813281134,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1912936,MPE002B,14,member,20000,SUCCESS,3,EMI,UPI,2022-11-30,1912936M1669813184085,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1654121,.MSRD009B,18,member,10000,SUCCESS,5,EMI,UPI,2022-11-30,1654121M1669813151738,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1925260,MSRP012W,16,member,1000,SUCCESS,3,EMI,UPI,2022-11-30,1925260M1669813146854,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
23450,HYG004W,27,member,2000,SUCCESS,22,EMI,UPI,2022-11-30,23450M1669813131026,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
16843,HYG003W,49,member,2000,SUCCESS,21,EMI,UPI,2022-11-30,16843M1669813117033,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
16843,HYG003W,49,member,118,SUCCESS,22,Late payment fee,UPI,2022-11-30,16843M1669813117033,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
16843,HYG003W,49,member,17,SUCCESS,22,Interest on delayed EMI,UPI,2022-11-30,16843M1669813117033,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
16843,HYG003W,49,member,2000,SUCCESS,22,EMI,UPI,2022-11-30,16843M1669813117033,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
16843,HYG003W,49,member,2000,SUCCESS,23,EMI,UPI,2022-11-30,16843M1669813117033,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1629056,.MSRD009B,12,member,10000,SUCCESS,5,EMI,UPI,2022-11-30,1629056M1669813106979,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1710678,MSRP005W,62,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1710678M1669813050491,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571280,MPG024T,,paymentdone,2000,SUCCESS,1,EMI,UPI,2022-11-30,2571280M1669813013621,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571182,MSRB016W,,paymentdone,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571182M1669812930324,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1481467,MSRB009W,49,member,4000,SUCCESS,6,EMI,UPI,2022-11-30,1481467M1669812929638,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
20607,HYG004W,76,member,82,SUCCESS,21,EMI,PENALTY_WAIVE_OFF,2022-11-30,2324963,PENALTY_WAIVE_OFF,2022-11-30,2022-11-30,,OFFLINE,no,
2571258,MPB008T,,paymentdone,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571258M1669812922744,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
20607,HYG004W,76,member,100,SUCCESS,21,EMI,PENALTY_WAIVE_OFF,2022-11-30,2047262,PENALTY_WAIVE_OFF,2022-11-30,2022-11-30,,OFFLINE,no,
20607,HYG004W,76,member,100,SUCCESS,21,EMI,PENALTY_WAIVE_OFF,2022-11-30,1281052,PENALTY_WAIVE_OFF,2022-11-30,2022-11-30,,OFFLINE,no,
1795949,.MSRD009B,53,member,10000,SUCCESS,5,EMI,UPI,2022-11-30,1795949M1669812800583,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1761450,MSRP007W,53,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1761450M1669812736812,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1962244,MSRG031W,98,member,2000,SUCCESS,3,EMI,UPI,2022-11-30,1962244M1669812641550,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2066056,MSRP014W,96,member,1000,SUCCESS,2,EMI,UPI,2022-11-30,2066056M1669812404767,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1821334,MSRP008W,93,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1821334M1669812347181,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571225,MPG026T,98,member,5000,SUCCESS,1,EMI,UPI,2022-11-30,2571225M1669812196837,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571213,MSRD012B,15,paymentdone,10000,SUCCESS,1,EMI,UPI,2022-11-30,2571213M1669811963021,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1397986,MPG027W,75,member,2000,SUCCESS,6,EMI,UPI,2022-11-30,1397986M1669811674874,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571196,MSRP025W,86,member,1000,SUCCESS,1,EMI,UPI,2022-11-30,2571196M1669811595254,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571162,MSRB016W,71,paymentdone,4000,SUCCESS,1,EMI,UPI,2022-11-30,2571162M1669810985958,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
270221,HYG0011W,43,member,2000,SUCCESS,16,EMI,UPI,2022-11-30,270221M1669810972403,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2375922,MSRP020W,79,member,1000,SUCCESS,2,EMI,UPI,2022-11-30,2375922M1669810931212,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1675148,MSRP004W,30,member,1000,SUCCESS,4,EMI,UPI,2022-11-30,1675148M1669810889642,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1442162,MSRP001W,26,member,1000,SUCCESS,6,EMI,UPI,2022-11-30,1442162M1669810854613,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1225827,MPG024W,83,member,2000,SUCCESS,8,EMI,UPI,2022-11-30,1225827M1669810784973,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
268351,HYG0011W,3,member,2000,SUCCESS,16,EMI,UPI,2022-11-30,268351M1669810593886,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
268350,HYG0011W,2,member,2000,SUCCESS,16,EMI,UPI,2022-11-30,268350M1669810539707,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
758640,MPG023W,47,member,2000,SUCCESS,10,EMI,UPI,2022-11-30,758640M1669810511289,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
247073,HYG0010W,87,member,2000,SUCCESS,17,EMI,UPI,2022-11-30,247073M1669810486264,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1937590,MPG025T,48,member,5000,SUCCESS,3,EMI,UPI,2022-11-30,1937590M1669810444162,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
247072,HYG0010W,86,member,2000,SUCCESS,17,EMI,UPI,2022-11-30,247072M1669810395719,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
191639,HYG008W,97,member,2000,SUCCESS,18,EMI,UPI,2022-11-30,191639M1669810293809,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2397307,MSRP021W,84,member,1000,SUCCESS,2,EMI,UPI,2022-11-30,2397307M1669810192946,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
247070,HYG0010W,85,member,2000,SUCCESS,17,EMI,UPI,2022-11-30,247070M1669810242362,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2571088,MSRP025W,76,member,1000,SUCCESS,1,EMI,UPI,2022-11-30,2571088T1669809779202,,2022-11-30,2022-11-30,,SIPLY,no,
1330779,MPB008T,238,member,4000,SUCCESS,7,EMI,UPI,2022-11-30,1330779M1669809124130,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2373856,MPG020W,100,member,2000,SUCCESS,11,EMI,UPI,2022-11-30,2373856M1669808308437,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
991166,MPG022T,97,member,5000,SUCCESS,9,EMI,UPI,2022-11-30,991166M1669807863076,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1566044,MSRP002W,84,member,1000,SUCCESS,5,EMI,UPI,2022-11-30,1566044M1669807502321,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1245504,MPB008T,144,member,4000,SUCCESS,7,EMI,UPI,2022-11-30,1245504M1669807458449,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
172579,HYG007W,71,member,2000,SUCCESS,19,EMI,UPI,2022-11-30,172579M1669807422426,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
1240315,MPB008T,143,member,4000,SUCCESS,7,EMI,UPI,2022-11-30,1240315M1669807383145,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2570988,MSRG039W,45,member,2000,SUCCESS,1,EMI,UPI,2022-11-30,2570988T1669806667479,,2022-11-30,2022-11-30,,SIPLY,no,
856292,MPG024T,108,member,2000,SUCCESS,9,EMI,UPI,2022-11-30,856292M1669806414259,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
146029,HYG006W,91,member,2000,SUCCESS,19,EMI,UPI,2022-11-30,146029M1669806042074,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2570962,MSRB016W,56,member,4000,SUCCESS,1,EMI,UPI,2022-11-30,2570962T1669805779503,,2022-11-30,2022-11-30,,SIPLY,no,
2570957,MSRG039W,,paymentdone,2000,SUCCESS,1,EMI,UPI,2022-11-30,2570957M1669805746440,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
2058486,MSRB012W,92,member,163,SUCCESS,3,EMI,UPI,2022-11-30,2058486T1669804930581,,2022-11-30,2022-11-30,,SIPLY,no,
2058486,MSRB012W,92,member,4000,SUCCESS,2,EMI,UPI,2022-11-30,2058486T1669804930581,,2022-11-30,2022-11-30,,SIPLY,no,
1802678,MSRB011W,30,member,4000,SUCCESS,4,EMI,UPI,2022-11-30,1802678M1669804481529,2.33E+11,2022-11-30,2022-11-30,,CASHFREE,no,
